ID_JUGADOR,NOMBRE,PARTIDOS_JUGADOS,MINUTOS_JUGADOS_PROMEDIO,PUNTOS_ANOTADOS_PROMEDIO,GOLES_PROMEDIO,TRIPLES_PROMEDIO,TIROS_LIBRES_ANOTADOS_PROMEDIO,REBOTES_OFENSIVOS_PROMEDIO,ASISTENCIAS_PROMEDIO,PELOTAS_RECUPERADAS_PROMEDIO,BLOQUEOS_PROMEDIO,PERDIDAS_PROMEDIO
ID_JUG_1312,Jayson Tatum,80.0,30.5,13.9,5.0,1.3,2.7,0.6,1.6,1.0,0.7,1.4
ID_JUG_1313,Josh Jackson,77.0,25.4,13.1,5.1,0.7,2.3,1.2,1.5,1.0,0.5,1.9
ID_JUG_1314,Bogdan Bogdanovic,78.0,27.9,11.8,4.4,1.7,1.3,0.4,3.3,0.9,0.2,1.6
ID_JUG_1315,De'Aaron Fox,73.0,27.8,11.6,4.5,0.6,1.9,0.5,4.4,1.0,0.3,2.4
ID_JUG_1316,Dillon Brooks,82.0,28.7,11.0,4.1,1.1,1.5,0.6,1.6,0.9,0.2,1.5
ID_JUG_1317,John Collins,74.0,24.1,10.5,4.2,0.2,1.8,2.4,1.3,0.6,1.1,1.4
ID_JUG_1318,Lonzo Ball,52.0,34.2,10.2,3.9,1.7,0.6,1.3,7.2,1.7,0.8,2.6
ID_JUG_1319,Tyrone Wallace,30.0,28.4,9.7,3.7,0.3,2.0,0.7,2.4,0.9,0.4,1.5
ID_JUG_1320,Milos Teodosic,45.0,25.2,9.5,3.4,2.0,0.9,0.4,4.6,0.5,0.1,2.2
ID_JUG_1321,Jarrett Allen,72.0,20.0,8.2,3.3,0.1,1.6,2.0,0.7,0.4,1.2,1.1
ID_JUG_1322,Frank Mason III,52.0,18.9,7.9,2.8,0.6,1.8,0.6,2.8,0.7,0.2,1.3
ID_JUG_1323,Josh Hart,63.0,23.2,7.9,2.8,1.2,1.0,0.7,1.3,0.7,0.3,0.7
ID_JUG_1324,Luke Kennard,73.0,20.0,7.6,2.8,1.1,0.9,0.3,1.7,0.6,0.2,0.9
ID_JUG_1325,Tyler Dorsey,56.0,17.4,7.2,2.6,1.3,0.8,0.3,1.4,0.3,0.1,0.7
ID_JUG_1326,Bam Adebayo,69.0,19.8,6.9,2.5,0.0,1.9,1.7,1.5,0.5,0.6,1.0
ID_JUG_1327,Malik Monk,63.0,13.6,6.7,2.4,1.3,0.5,0.1,1.4,0.3,0.1,0.8
ID_JUG_1328,Justin Jackson,68.0,22.1,6.7,2.7,0.8,0.4,0.4,1.1,0.4,0.2,0.6
ID_JUG_1329,Kobi Simmons,32.0,20.1,6.1,2.5,0.3,0.8,0.4,2.1,0.6,0.2,1.4
ID_JUG_1330,Frank Ntilikina,78.0,21.9,5.9,2.3,0.6,0.6,0.5,3.2,0.8,0.2,1.7
ID_JUG_1331,O.G. Anunoby,74.0,20.0,5.9,2.2,1.0,0.5,0.6,0.7,0.7,0.2,0.6
ID_JUG_1332,Ivan Rabb,36.0,14.3,5.6,2.4,0.0,0.8,1.5,0.9,0.3,0.4,1.0
ID_JUG_1333,C.J. Williams,38.0,18.6,5.5,2.3,0.6,0.3,0.3,1.1,0.8,0.3,0.5
ID_JUG_1334,Jonathan Isaac,27.0,19.8,5.4,2.0,0.6,0.7,0.6,0.7,1.2,1.1,1.0
ID_JUG_1335,Maxi Kleber,72.0,16.8,5.4,2.1,0.6,0.6,1.0,0.7,0.4,0.7,0.4
ID_JUG_1336,Daniel Theis,63.0,14.9,5.3,2.0,0.3,1.0,1.4,0.9,0.5,0.8,0.9
ID_JUG_1337,Royce O'Neale,69.0,16.7,5.0,1.7,0.6,0.9,0.4,1.4,0.5,0.2,0.8
ID_JUG_1338,Jawun Evans,48.0,16.2,4.8,1.9,0.3,0.8,0.2,2.1,0.8,0.1,0.9
ID_JUG_1339,Tyler Cavanaugh,39.0,13.3,4.7,1.7,0.8,0.4,1.2,0.7,0.2,0.1,0.3
ID_JUG_1340,Jordan Bell,57.0,14.2,4.6,2.0,0.0,0.5,1.1,1.8,0.6,1.0,0.9
ID_JUG_1341,Zach Collins,66.0,15.8,4.4,1.7,0.5,0.4,0.7,0.8,0.3,0.5,0.9
ID_JUG_1342,Khem Birch,42.0,13.8,4.2,1.6,0.0,1.0,1.7,0.8,0.4,0.5,0.5
ID_JUG_1343,Torrey Craig,39.0,16.1,4.2,1.6,0.4,0.6,1.0,0.6,0.3,0.4,0.5
ID_JUG_1344,Damyean Dotson,44.0,10.8,4.1,1.6,0.5,0.4,0.2,0.7,0.3,0.0,0.4
ID_JUG_1345,Sterling Brown,54.0,14.4,4.0,1.5,0.6,0.4,0.5,0.5,0.6,0.2,0.5
ID_JUG_1346,Cedi Osman,61.0,11.0,3.9,1.5,0.5,0.4,0.3,0.7,0.4,0.0,0.5
ID_JUG_1347,Sindarius Thornwell,73.0,15.8,3.9,1.4,0.3,0.8,0.5,0.9,0.7,0.3,0.7
ID_JUG_1348,Ante Zizic,32.0,6.7,3.7,1.5,0.0,0.7,0.8,0.2,0.1,0.4,0.3
ID_JUG_1349,Wes Iwundu,62.0,16.5,3.7,1.5,0.1,0.5,0.6,0.9,0.5,0.2,0.5
ID_JUG_1350,Alex Caruso,37.0,15.2,3.6,1.4,0.4,0.6,0.4,2.0,0.6,0.3,1.1
ID_JUG_1351,Dwayne Bacon,53.0,13.5,3.3,1.4,0.2,0.4,0.1,0.7,0.3,0.0,0.4
ID_JUG_1352,Kyle Collinsworth,32.0,15.0,3.2,1.2,0.1,0.7,1.0,1.8,0.5,0.3,0.8
ID_JUG_1353,Terrance Ferguson,61.0,12.5,3.1,1.1,0.7,0.1,0.3,0.3,0.4,0.2,0.2
ID_JUG_1354,Abdel Nader,48.0,10.9,3.0,1.0,0.5,0.5,0.3,0.5,0.3,0.2,0.7
ID_JUG_1355,T.J. Leaf,53.0,8.7,2.9,1.2,0.3,0.2,0.5,0.2,0.1,0.1,0.2
ID_JUG_1356,Semi Ojeleye,73.0,15.8,2.7,0.9,0.5,0.3,0.5,0.3,0.3,0.1,0.3
ID_JUG_1357,Guerschon Yabusele,33.0,7.1,2.4,0.8,0.4,0.5,0.5,0.5,0.1,0.2,0.4
ID_JUG_1358,Brandon Paul,64.0,9.0,2.3,0.9,0.2,0.3,0.1,0.6,0.4,0.1,0.5
ID_JUG_1359,Caleb Swanigan,27.0,7.0,2.3,0.9,0.0,0.4,0.6,0.5,0.2,0.1,0.7
ID_JUG_1360,Dakari Johnson,31.0,5.2,1.8,0.7,0.0,0.4,0.5,0.3,0.2,0.3,0.1
ID_JUG_1361,Joel Embiid,31.0,25.4,20.2,6.5,1.2,6.2,2.0,2.1,0.9,2.5,3.8
ID_JUG_1362,Dario Saric,81.0,26.3,12.8,4.7,1.3,2.1,1.4,2.2,0.7,0.4,2.3
ID_JUG_1363,Buddy Hield,82.0,23.0,10.6,4.0,1.8,0.8,0.4,1.5,0.5,0.1,1.2
ID_JUG_1364,Malcolm Brogdon,75.0,26.4,10.2,3.9,1.0,1.5,0.6,4.2,1.1,0.2,1.5
ID_JUG_1365,Yogi Ferrell,46.0,26.0,10.0,3.5,1.5,1.6,0.4,3.7,0.9,0.2,1.5
ID_JUG_1366,Jamal Murray,82.0,21.5,9.9,3.6,1.4,1.3,0.5,2.1,0.6,0.3,1.4
ID_JUG_1367,Brandon Ingram,79.0,28.8,9.4,3.5,0.7,1.7,0.8,2.1,0.6,0.5,1.5
ID_JUG_1368,Marquese Chriss,82.0,21.3,9.2,3.5,0.9,1.4,1.2,0.7,0.8,0.9,1.3
ID_JUG_1369,Skal Labissiere,33.0,18.5,8.8,3.5,0.1,1.6,1.5,0.8,0.5,0.4,1.1
ID_JUG_1370,Caris LeVert,57.0,21.7,8.2,3.0,1.0,1.2,0.4,1.9,0.9,0.1,1.0
ID_JUG_1371,Willy Hernangomez,72.0,18.4,8.2,3.4,0.1,1.3,2.4,1.3,0.6,0.5,1.4
ID_JUG_1372,Ivica Zubac,38.0,16.0,7.5,3.3,0.0,0.8,1.1,0.8,0.4,0.9,0.8
ID_JUG_1373,Isaiah Whitehead,73.0,22.5,7.4,2.8,0.6,1.2,0.4,2.6,0.6,0.5,1.9
ID_JUG_1374,Tyler Ulis,61.0,18.4,7.3,3.0,0.3,0.9,0.3,3.7,0.8,0.1,1.3
ID_JUG_1375,Jaylen Brown,78.0,17.2,6.6,2.5,0.6,1.1,0.6,0.8,0.4,0.2,0.9
ID_JUG_1376,Timothe Luwawu-Cabarrot,69.0,17.2,6.4,2.1,0.7,1.5,0.4,1.1,0.5,0.1,1.1
ID_JUG_1377,Rodney McGruder,78.0,25.2,6.4,2.4,0.9,0.6,1.2,1.6,0.6,0.2,0.7
ID_JUG_1378,Mindaugas Kuzminskas,68.0,14.9,6.3,2.3,0.8,0.8,0.7,1.0,0.4,0.2,0.8
ID_JUG_1379,Troy Williams,30.0,18.6,6.2,2.4,0.6,0.7,0.5,0.8,0.9,0.3,1.1
ID_JUG_1380,Alex Abrines,68.0,15.5,6.0,2.0,1.4,0.6,0.3,0.6,0.5,0.1,0.5
ID_JUG_1381,Domantas Sabonis,81.0,20.1,5.9,2.4,0.6,0.5,0.6,1.0,0.5,0.4,1.0
ID_JUG_1382,Andrew Harrison,72.0,20.5,5.9,1.6,0.6,2.1,0.3,2.8,0.7,0.3,1.2
ID_JUG_1383,Taurean Prince,59.0,16.6,5.7,1.9,0.6,1.3,0.4,0.9,0.7,0.5,1.0
ID_JUG_1384,Paul Zipser,44.0,19.2,5.5,2.0,0.8,0.7,0.3,0.8,0.3,0.4,0.9
ID_JUG_1385,Malcolm Delaney,73.0,17.1,5.4,2.0,0.4,1.0,0.1,2.6,0.5,0.0,1.3
ID_JUG_1386,Chasson Randle,26.0,11.5,5.3,1.5,0.6,1.6,0.2,1.3,0.3,0.1,0.7
ID_JUG_1387,Derrick Jones Jr.,32.0,17.0,5.3,2.1,0.1,0.9,1.2,0.4,0.4,0.4,0.4
ID_JUG_1388,Denzel Valentine,57.0,17.1,5.1,1.8,1.3,0.2,0.2,1.1,0.5,0.1,0.9
ID_JUG_1389,Juancho Hernangomez,62.0,13.6,4.9,1.6,0.7,0.9,0.7,0.5,0.5,0.2,0.5
ID_JUG_1390,Davis Bertans,67.0,12.1,4.5,1.5,1.0,0.4,0.3,0.7,0.3,0.4,0.5
ID_JUG_1391,Dorian Finney-Smith,81.0,20.3,4.3,1.5,0.7,0.6,0.7,0.8,0.6,0.3,0.6
ID_JUG_1392,Pascal Siakam,55.0,15.6,4.2,1.9,0.0,0.4,1.2,0.3,0.5,0.8,0.6
ID_JUG_1393,Ron Baker,52.0,16.5,4.1,1.6,0.4,0.5,0.2,2.1,0.7,0.2,1.1
ID_JUG_1394,Patrick McCaw,71.0,15.1,4.0,1.5,0.6,0.4,0.3,1.1,0.5,0.2,0.5
ID_JUG_1395,Thon Maker,57.0,9.9,4.0,1.5,0.5,0.6,0.7,0.4,0.2,0.5,0.3
ID_JUG_1396,Kay Felder,42.0,9.2,4.0,1.5,0.2,0.8,0.1,1.4,0.4,0.2,0.7
ID_JUG_1397,Kris Dunn,78.0,17.1,3.8,1.5,0.3,0.5,0.3,2.4,1.0,0.5,1.1
ID_JUG_1398,Dejounte Murray,38.0,8.5,3.4,1.3,0.2,0.6,0.2,1.3,0.2,0.2,1.0
ID_JUG_1399,Dragan Bender,43.0,13.3,3.4,1.3,0.7,0.1,0.5,0.5,0.2,0.5,0.7
ID_JUG_1400,Wade Baldwin IV,33.0,12.3,3.2,1.1,0.1,0.9,0.3,1.8,0.5,0.2,1.2
ID_JUG_1401,Maurice Ndour,32.0,10.3,3.1,1.2,0.0,0.6,0.7,0.3,0.5,0.3,0.4
ID_JUG_1402,Jakob Poeltl,54.0,11.6,3.1,1.2,0.0,0.6,1.4,0.2,0.3,0.4,0.5
ID_JUG_1403,Sheldon Mac,30.0,9.6,3.0,1.0,0.2,0.8,0.1,0.5,0.3,0.1,0.2
ID_JUG_1404,Fred VanVleet,37.0,7.9,2.9,1.1,0.3,0.5,0.1,0.9,0.4,0.1,0.4
ID_JUG_1405,Semaj Christon,64.0,15.2,2.9,1.2,0.2,0.3,0.3,2.0,0.4,0.1,0.7
ID_JUG_1406,Okaro White,35.0,13.5,2.8,0.9,0.3,0.6,0.7,0.6,0.3,0.3,0.5
ID_JUG_1407,Nicolas Brussino,54.0,9.6,2.8,1.0,0.5,0.3,0.5,0.9,0.3,0.1,0.5
ID_JUG_1408,Tomas Satoransky,57.0,12.6,2.7,1.1,0.2,0.4,0.4,1.6,0.5,0.1,0.7
ID_JUG_1409,DeAndre' Bembry,38.0,9.8,2.7,1.2,0.0,0.2,0.4,0.7,0.2,0.1,0.4
ID_JUG_1410,Bryn Forbes,36.0,7.9,2.6,1.0,0.5,0.1,0.1,0.6,0.0,0.0,0.3
ID_JUG_1411,Jake Layman,35.0,7.1,2.2,0.7,0.4,0.4,0.2,0.3,0.3,0.1,0.3
ID_JUG_1412,Treveon Graham,27.0,7.0,2.1,0.7,0.3,0.4,0.2,0.2,0.2,0.0,0.1
ID_JUG_1413,Deyonta Davis,36.0,6.6,1.6,0.7,0.0,0.3,0.6,0.1,0.1,0.5,0.2
ID_JUG_1414,Karl-Anthony Towns,82.0,32.0,18.3,7.6,0.4,2.7,2.8,2.0,0.7,1.7,2.2
ID_JUG_1415,Jahlil Okafor,53.0,30.0,17.5,7.5,0.0,2.5,2.3,1.2,0.4,1.2,2.3
ID_JUG_1416,Kristaps Porzingis,72.0,28.4,14.3,5.2,1.1,2.8,1.8,1.3,0.7,1.9,1.7
ID_JUG_1417,Devin Booker,76.0,27.7,13.8,4.8,1.3,2.8,0.4,2.6,0.6,0.3,2.1
ID_JUG_1418,D'Angelo Russell,80.0,28.2,13.2,4.9,1.6,1.8,0.6,3.3,1.2,0.2,2.5
ID_JUG_1419,Emmanuel Mudiay,68.0,30.4,12.8,4.8,1.1,2.1,0.5,5.5,1.0,0.5,3.2
ID_JUG_1420,Myles Turner,60.0,22.8,10.3,4.4,0.1,1.5,1.1,0.7,0.4,1.4,1.1
ID_JUG_1421,Nikola Jokic,80.0,21.7,10.0,3.8,0.4,1.9,2.3,2.4,1.0,0.6,1.3
ID_JUG_1422,Stanley Johnson,73.0,23.1,8.1,3.1,0.9,1.1,0.8,1.6,0.8,0.2,1.6
ID_JUG_1423,Frank Kaminsky,81.0,21.1,7.5,2.7,0.8,1.3,0.9,1.2,0.5,0.5,0.7
ID_JUG_1424,Bobby Portis,62.0,17.8,7.0,3.0,0.3,0.8,2.0,0.8,0.4,0.4,0.9
ID_JUG_1425,Willie Cauley-Stein,66.0,21.4,7.0,2.9,0.0,1.2,2.0,0.6,0.7,1.0,0.7
ID_JUG_1426,Josh Richardson,52.0,21.3,6.6,2.4,1.0,0.8,0.4,1.4,0.7,0.5,0.7
ID_JUG_1427,Justise Winslow,78.0,28.6,6.4,2.5,0.4,1.0,1.0,1.5,0.9,0.3,1.2
ID_JUG_1428,Trey Lyles,80.0,17.3,6.1,2.4,0.6,0.7,0.7,0.7,0.3,0.2,0.8
ID_JUG_1429,T.J. McConnell,81.0,19.8,6.1,2.7,0.4,0.3,0.5,4.5,1.2,0.1,1.7
ID_JUG_1430,Mario Hezonja,79.0,17.9,6.1,2.3,0.8,0.6,0.4,1.4,0.5,0.2,1.2
ID_JUG_1431,Raul Neto,81.0,18.5,5.9,2.2,0.8,0.6,0.2,2.1,0.8,0.0,1.3
ID_JUG_1432,Rondae Hollis-Jefferson,29.0,21.2,5.8,2.2,0.1,1.3,1.3,1.5,1.3,0.6,0.9
ID_JUG_1433,Richaun Holmes,51.0,13.8,5.6,2.2,0.2,1.0,1.2,0.6,0.4,0.8,0.6
ID_JUG_1434,Norman Powell,49.0,14.8,5.6,2.0,0.7,0.9,0.3,1.0,0.6,0.2,0.7
ID_JUG_1435,Larry Nance Jr.,63.0,20.1,5.5,2.5,0.0,0.5,1.6,0.7,0.9,0.4,0.7
ID_JUG_1436,Boban Marjanovic,54.0,9.4,5.5,1.9,0.0,1.6,1.4,0.4,0.2,0.4,0.5
ID_JUG_1437,Nemanja Bjelica,60.0,17.9,5.1,1.8,0.8,0.7,0.8,1.4,0.4,0.4,0.8
ID_JUG_1438,Cameron Payne,57.0,12.2,5.0,2.0,0.6,0.3,0.2,1.9,0.6,0.1,0.8
ID_JUG_1439,Willie Reed,39.0,10.9,4.7,1.9,0.0,0.8,1.3,0.3,0.2,0.8,0.4
ID_JUG_1440,Marcelo Huertas,53.0,16.4,4.5,1.8,0.3,0.5,0.3,3.4,0.5,0.1,1.5
ID_JUG_1441,Tyus Jones,37.0,15.5,4.2,1.5,0.4,0.8,0.2,2.9,0.8,0.1,0.9
ID_JUG_1442,Delon Wright,27.0,8.5,3.8,1.3,0.2,1.0,0.3,1.1,0.3,0.1,0.6
ID_JUG_1443,Justin Anderson,55.0,11.8,3.8,1.3,0.4,0.8,0.3,0.5,0.3,0.5,0.4
ID_JUG_1444,Joe Young,41.0,9.4,3.8,1.5,0.2,0.5,0.1,1.6,0.4,0.0,0.8
ID_JUG_1445,Kelly Oubre Jr.,63.0,10.7,3.7,1.4,0.4,0.5,0.4,0.2,0.3,0.1,0.5
ID_JUG_1446,Salah Mejri,34.0,11.7,3.7,1.4,0.0,0.8,1.2,0.3,0.2,1.1,0.7
ID_JUG_1447,Montrezl Harrell,39.0,9.7,3.6,1.5,0.0,0.6,0.6,0.4,0.3,0.3,0.4
ID_JUG_1448,Cristiano Felicio,31.0,10.4,3.4,1.3,0.0,0.8,1.0,0.8,0.2,0.4,0.4
ID_JUG_1449,RJ Hunter,36.0,8.8,2.7,1.0,0.5,0.2,0.1,0.4,0.4,0.1,0.3
ID_JUG_1450,Jarell Eddie,26.0,5.7,2.4,0.8,0.6,0.3,0.1,0.2,0.2,0.0,0.0
ID_JUG_1451,Terry Rozier,39.0,8.0,1.8,0.7,0.2,0.2,0.6,0.9,0.2,0.0,0.5
ID_JUG_1452,Pat Connaughton,34.0,4.2,1.1,0.4,0.1,0.1,0.3,0.3,0.1,0.0,0.3
ID_JUG_1453,Sasha Kaun,25.0,3.8,0.9,0.4,0.0,0.2,0.5,0.1,0.2,0.2,0.3
ID_JUG_1454,Andrew Wiggins,82.0,36.2,16.9,6.1,0.5,4.3,1.6,2.1,1.0,0.6,2.2
ID_JUG_1455,Jabari Parker,25.0,29.5,12.3,5.2,0.2,1.8,2.0,1.7,1.2,0.2,1.9
ID_JUG_1456,Jordan Clarkson,59.0,25.0,11.9,4.5,0.6,2.2,0.9,3.5,0.9,0.2,1.6
ID_JUG_1457,Langston Galloway,45.0,32.4,11.8,4.5,1.4,1.4,0.8,3.3,1.2,0.3,1.4
ID_JUG_1458,Nikola Mirotic,82.0,20.2,10.2,3.1,1.2,2.8,0.8,1.2,0.7,0.7,1.1
ID_JUG_1459,Zach LaVine,77.0,24.7,10.1,3.7,0.7,1.9,0.4,3.6,0.7,0.1,2.5
ID_JUG_1460,Nerlens Noel,75.0,30.8,9.9,4.0,0.0,1.9,2.5,1.7,1.8,1.9,1.9
ID_JUG_1461,Bojan Bogdanovic,78.0,23.8,9.0,3.3,1.2,1.1,0.6,0.9,0.4,0.1,1.0
ID_JUG_1462,Elfrid Payton,82.0,30.4,8.9,3.7,0.1,1.4,1.3,6.5,1.7,0.2,2.5
ID_JUG_1463,Rodney Hood,50.0,21.3,8.7,3.1,1.2,1.2,0.2,1.7,0.6,0.2,0.9
ID_JUG_1464,KJ McDaniels,62.0,21.8,7.9,2.8,0.7,1.6,1.0,1.2,0.7,1.1,1.7
ID_JUG_1465,Marcus Smart,67.0,27.0,7.8,2.6,1.4,1.2,0.9,3.1,1.5,0.3,1.3
ID_JUG_1466,Jusuf Nurkic,62.0,17.8,6.9,2.8,0.0,1.4,2.0,0.8,0.8,1.1,1.4
ID_JUG_1467,Jerami Grant,65.0,21.2,6.3,1.9,0.8,1.8,0.8,1.2,0.6,1.0,1.3
ID_JUG_1468,T.J. Warren,40.0,15.4,6.1,2.8,0.1,0.4,1.0,0.6,0.5,0.2,0.7
ID_JUG_1469,Tyler Johnson,32.0,18.8,5.9,2.2,0.6,1.0,0.4,1.3,1.0,0.3,0.9
ID_JUG_1470,PJ Hairston,45.0,15.3,5.6,1.9,1.1,0.7,0.5,0.5,0.5,0.3,0.5
ID_JUG_1471,JaKarr Sampson,74.0,15.3,5.2,2.0,0.4,0.9,0.5,1.0,0.5,0.4,1.0
ID_JUG_1472,Aaron Gordon,47.0,17.0,5.2,2.0,0.3,0.9,1.0,0.7,0.4,0.5,0.8
ID_JUG_1473,Shabazz Napier,51.0,19.8,5.1,1.7,0.8,0.9,0.3,2.5,0.8,0.1,1.6
ID_JUG_1474,James Ennis III,62.0,17.0,5.0,1.6,0.5,1.3,0.8,0.8,0.4,0.3,0.6
ID_JUG_1475,Joe Ingles,79.0,21.2,5.0,1.9,0.9,0.4,0.3,2.3,0.9,0.1,1.2
ID_JUG_1476,Dante Exum,82.0,22.2,4.8,1.8,1.0,0.2,0.3,2.4,0.5,0.2,1.4
ID_JUG_1477,Damjan Rudez,68.0,15.4,4.8,1.8,1.0,0.2,0.1,0.8,0.2,0.1,0.7
ID_JUG_1478,Nik Stauskas,73.0,15.4,4.4,1.5,0.7,0.8,0.2,0.9,0.3,0.2,0.5
ID_JUG_1479,Spencer Dinwiddie,34.0,13.4,4.3,1.5,0.4,0.9,0.1,3.1,0.6,0.2,1.0
ID_JUG_1480,Kostas Papanikolaou,43.0,18.5,4.2,1.6,0.7,0.3,0.9,2.0,0.7,0.3,1.3
ID_JUG_1481,Joffrey Lauvergne,24.0,11.2,3.9,1.5,0.1,0.8,1.1,0.5,0.3,0.4,0.9
ID_JUG_1482,Tyler Ennis,33.0,12.5,3.7,1.6,0.4,0.2,0.2,2.2,0.5,0.2,1.3
ID_JUG_1483,Gary Harris,55.0,13.1,3.4,1.2,0.4,0.6,0.4,0.5,0.7,0.1,0.7
ID_JUG_1484,Erick Green,43.0,9.5,3.4,1.4,0.3,0.2,0.2,0.9,0.3,0.0,0.3
ID_JUG_1485,Noah Vonleh,25.0,10.4,3.3,1.2,0.2,0.7,1.1,0.2,0.2,0.4,0.4
ID_JUG_1486,Jordan Adams,30.0,8.3,3.1,1.2,0.3,0.5,0.3,0.5,0.5,0.2,0.5
ID_JUG_1487,Dwight Powell,29.0,8.1,3.1,1.1,0.1,0.9,0.6,0.3,0.3,0.2,0.4
ID_JUG_1488,Doug McDermott,36.0,8.9,3.0,1.2,0.4,0.3,0.2,0.2,0.1,0.0,0.5
ID_JUG_1489,Johnny O'Bryant III,34.0,10.8,2.9,1.3,0.0,0.4,0.8,0.5,0.1,0.1,0.7
ID_JUG_1490,Joe Harris,51.0,9.7,2.7,0.9,0.6,0.2,0.1,0.5,0.1,0.0,0.5
ID_JUG_1491,Nick Johnson,28.0,9.4,2.6,0.9,0.2,0.6,0.5,0.4,0.3,0.1,0.7
ID_JUG_1492,JaMychal Green,24.0,6.8,2.6,1.1,0.0,0.3,0.8,0.2,0.2,0.2,0.6
ID_JUG_1493,Furkan Aldemir,41.0,13.2,2.3,1.0,0.0,0.3,1.9,0.7,0.4,0.4,0.4
ID_JUG_1494,Kyle Anderson,33.0,10.8,2.2,0.9,0.1,0.3,0.2,0.8,0.5,0.2,0.3
ID_JUG_1495,Glenn Robinson III,35.0,7.5,2.1,0.7,0.1,0.5,0.4,0.3,0.2,0.0,0.3
ID_JUG_1496,Michael Carter-Williams,70.0,34.5,16.7,6.1,0.8,3.7,1.4,6.3,1.9,0.6,3.5
ID_JUG_1497,Victor Oladipo,80.0,31.1,13.8,4.9,0.9,3.1,0.5,4.1,1.6,0.5,3.2
ID_JUG_1498,Trey Burke,70.0,32.3,12.8,4.9,1.6,1.5,0.5,5.7,0.6,0.1,1.9
ID_JUG_1499,Tim Hardaway Jr.,81.0,23.1,10.2,3.6,1.6,1.3,0.2,0.8,0.5,0.1,0.6
ID_JUG_1500,Ben McLemore,82.0,26.7,8.8,3.1,1.2,1.4,0.6,1.0,0.5,0.2,1.2
ID_JUG_1501,Kelly Olynyk,70.0,20.0,8.7,3.3,0.6,1.4,2.0,1.6,0.5,0.4,1.5
ID_JUG_1502,Mason Plumlee,70.0,18.2,7.4,2.8,0.0,1.7,1.4,0.9,0.7,0.8,1.1
ID_JUG_1503,Pero Antic,50.0,18.5,7.0,2.5,1.1,1.0,1.1,1.2,0.4,0.2,1.1
ID_JUG_1504,Giannis Antetokounmpo,77.0,24.6,6.8,2.2,0.5,1.8,1.0,1.9,0.8,0.8,1.6
ID_JUG_1505,Cody Zeller,82.0,17.3,6.0,2.1,0.0,1.8,1.4,1.1,0.5,0.5,1.1
ID_JUG_1506,Kentavious Caldwell-Pope,80.0,19.8,5.9,2.3,0.7,0.6,0.5,0.7,0.9,0.2,0.4
ID_JUG_1507,CJ McCollum,38.0,12.5,5.3,1.9,0.8,0.6,0.2,0.7,0.4,0.1,0.9
ID_JUG_1508,Gorgui Dieng,60.0,13.6,4.8,1.9,0.0,1.0,1.7,0.7,0.5,0.8,0.9
ID_JUG_1509,Matthew Dellavedova,72.0,17.7,4.7,1.7,0.8,0.5,0.4,2.6,0.5,0.1,0.8
ID_JUG_1510,Tony Snell,77.0,16.0,4.5,1.7,0.7,0.4,0.2,0.9,0.4,0.2,0.6
ID_JUG_1511,Vitor Faverani,37.0,13.2,4.4,1.7,0.3,0.6,1.1,0.4,0.4,0.7,1.1
ID_JUG_1512,Anthony Bennett,52.0,12.8,4.2,1.5,0.3,0.8,0.9,0.3,0.4,0.2,0.9
ID_JUG_1513,Miroslav Raduljica,48.0,9.7,3.8,1.4,0.0,0.9,1.1,0.5,0.1,0.3,0.6
ID_JUG_1514,Dennis Schroder,49.0,13.1,3.7,1.5,0.2,0.6,0.1,1.9,0.3,0.0,1.2
ID_JUG_1515,Steven Adams,81.0,14.8,3.3,1.1,0.0,1.0,1.8,0.5,0.5,0.7,0.9
ID_JUG_1516,Dewayne Dedmon,31.0,12.6,3.1,1.2,0.0,0.7,1.2,0.2,0.2,0.7,0.6
ID_JUG_1517,Reggie Bullock,43.0,9.2,2.7,1.0,0.5,0.2,0.3,0.3,0.2,0.0,0.3
ID_JUG_1518,Gigi Datome,34.0,7.0,2.4,1.0,0.2,0.2,0.4,0.3,0.2,0.0,0.3
ID_JUG_1519,Gal Mekel,31.0,9.4,2.4,1.0,0.2,0.3,0.2,2.0,0.1,0.0,1.0
ID_JUG_1520,Rudy Gobert,45.0,9.6,2.3,0.8,0.0,0.7,1.1,0.2,0.2,0.9,0.7
ID_JUG_1521,Otto Porter Jr.,37.0,8.6,2.1,0.9,0.1,0.2,0.6,0.3,0.2,0.0,0.4
ID_JUG_1522,Alex Len,42.0,8.6,2.0,0.8,0.0,0.5,0.9,0.1,0.1,0.4,0.6
ID_JUG_1523,Andre Roberson,40.0,10.0,1.9,0.8,0.1,0.2,0.9,0.4,0.5,0.3,0.5
ID_JUG_1524,Solomon Hill,28.0,8.1,1.7,0.6,0.3,0.2,0.3,0.4,0.2,0.1,0.5
ID_JUG_1525,Nemanja Nedovic,24.0,5.9,1.1,0.3,0.1,0.3,0.1,0.5,0.0,0.0,0.5
ID_JUG_1526,Harrison Barnes,81.0,25.4,9.2,3.4,0.6,1.8,0.7,1.2,0.6,0.2,1.2
ID_JUG_1527,Jonas Valanciunas,62.0,23.9,8.9,3.3,0.0,2.4,2.0,0.7,0.3,1.3,1.5
ID_JUG_1528,Alexey Shved,77.0,23.9,8.6,3.1,1.1,1.4,0.5,3.7,0.7,0.4,1.9
ID_JUG_1529,Andre Drummond,60.0,20.7,7.9,3.5,0.0,1.0,2.8,0.5,1.0,1.6,1.0
